keyword,program_name,faculty,university,program_type,tuition_fee,url,scrape_time
วิศวกรรม คอมพิวเตอร์,วศ.บ. วิศวกรรมปัญญาประดิษฐ์และระบบอัจฉริยะ (ภาษาไทย ปกติ),วิทยาลัยการคอมพิวเตอร์ > วิศวกรรมปัญญาประดิษฐ์,มหาวิทยาลัยสงขลานครินทร์ ภูเก็ต,ภาษาไทย ปกติ,"อัตราค่าเล่าเรียน 38,000 บาทต่อภาคการศึกษา (เรียน 6 ภาคการศึกษา) หรือตลอดหลักสูตร 228,000 บาท และต้องชำระค่าธรรมเนียมแรกเข้าอีก 15,000 บาท",https://course.mytcas.com/programs/10100329303701A,2025-07-28 02:42:18
วิศวกรรม คอมพิวเตอร์,วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมคอมพิวเตอร์ ปริญญาตรี 4 ปี (หลักสูตรนานาชาติ) สาขาวิชาวิศวกรรมคอมพิวเตอร์ (หลักสูตรนานาชาติ) - วศ.บ. 4 ปี,คณะวิศวกรรมศาสตร์ > วิศวกรรมคอมพิวเตอร์,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี บางมด,นานาชาติ,https://kmutt.me/TUITION-FEES-BS-KMUTT,https://course.mytcas.com/programs/10140107300502E,2025-07-28 02:42:22
วิศวกรรม คอมพิวเตอร์,วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมคอมพิวเตอร์ ปริญญาตรี 4 ปี สาขาวิชาวิศวกรรมคอมพิวเตอร์ - วศ.บ. 4 ปี (ภาษาไทย ปกติ),คณะวิศวกรรมศาสตร์ > วิศวกรรมคอมพิวเตอร์,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี บางมด,ภาษาไทย ปกติ,https://kmutt.me/TUITION-FEES-BS-KMUTT,https://course.mytcas.com/programs/10140107300507A,2025-07-28 02:42:27
วิศวกรรม คอมพิวเตอร์,ครุศาสตร์อุตสาหกรรมบัณฑิต สาขาวิชาวิศวกรรมไฟฟ้า ปริญญาตรี 5 ปี สาขาวิชาวิศวกรรมไฟฟ้า - วิชาโทวิศวกรรมคอมพิวเตอร์ (ค.อ.บ. 5 ปี) (ภาษาไทย ปกติ),คณะครุศาสตร์อุตสาหกรรมและเทคโนโลยี > ไฟฟ้า,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี บางมด,ภาษาไทย ปกติ,https://kmutt.me/TUITION-FEES-BS-KMUTT,https://course.mytcas.com/programs/10140108701904A?major=C,2025-07-28 02:42:32
วิศวกรรม คอมพิวเตอร์,วศ.บ.วิศวกรรมคอมพิวเตอร์ (ภาษาไทย ปกติ),คณะวิศวกรรมศาสตร์ > วิศวกรรมคอมพิวเตอร์,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ กรุงเทพฯ,ภาษาไทย ปกติ,"25,000 ต่อภาคเรียน",https://course.mytcas.com/programs/10150101300501A,2025-07-28 02:42:36
วิศวกรรม คอมพิวเตอร์,วศ.บ.เทคโนโลยีวิศวกรรมอิเล็กทรอนิกส์ สาขาวิชาคอมพิวเตอร์ (ภาษาไทย ปกติ),วิทยาลัยเทคโนโลยีอุตสาหกรรม > วิศวกรรมอิเล็กทรอนิกส์,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ กรุงเทพฯ,ภาษาไทย ปกติ,"25,000 ต่อภาคเรียน",https://course.mytcas.com/programs/10150103303401A?major=B,2025-07-28 02:42:41
วิศวกรรม คอมพิวเตอร์,วศ.บ.เทคโนโลยีวิศวกรรมอิเล็กทรอนิกส์ สาขาวิชาคอมพิวเตอร์ (ภาษาไทย พิเศษ),วิทยาลัยเทคโนโลยีอุตสาหกรรม > วิศวกรรมอิเล็กทรอนิกส์,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ กรุงเทพฯ,ภาษาไทย พิเศษ,"30,000 ต่อภาคเรียน",https://course.mytcas.com/programs/10150103303401B?major=B,2025-07-28 02:42:45
วิศวกรรม คอมพิวเตอร์,วศ.บ. วิศวกรรมคอมพิวเตอร์ (ภาษาไทย ปกติ),คณะวิศวกรรมศาสตร์ > วิศวกรรมคอมพิวเตอร์,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง,ภาษาไทย ปกติ,"25,000 ต่อภาคการศึกษา",https://course.mytcas.com/programs/10160101300501A,2025-07-28 02:42:50
วิศวกรรม คอมพิวเตอร์,วศ.บ. วิศวกรรมคอมพิวเตอร์ (หลักสูตรนานาชาติ),คณะวิศวกรรมศาสตร์ > วิศวกรรมคอมพิวเตอร์,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง,นานาชาติ,"90,000 ต่อภาคการศึกษา",https://course.mytcas.com/programs/10160101300503E,2025-07-28 02:42:54
วิศวกรรม คอมพิวเตอร์,วศ.บ. วิศวกรรมคอมพิวเตอร์และความปลอดภัยไซเบอร์ (ภาษาไทย ปกติ),คณะวิศวกรรมศาสตร์ > วิศวกรรมคอมพิวเตอร์,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง,ภาษาไทย ปกติ,"50,000 ต่อภาคการศึกษา",https://course.mytcas.com/programs/10160101300504A,2025-07-28 02:42:58
วิศวกรรม คอมพิวเตอร์,วศ.บ. วิศวกรรมคอมพิวเตอร์ (ภาษาไทย ปกติ),วิทยาเขตชุมพรเขตรอุดมศักดิ์ จังหวัดชุมพร > วิศวกรรมคอมพิวเตอร์,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ชุมพรเขตรอุดมศักดิ์ จังหวัดชุมพร,ภาษาไทย ปกติ,"20,000 บาท ต่อภาคการศึกษา",https://course.mytcas.com/programs/10160220300501A,2025-07-28 02:43:03
